"Subset","Detail"
"Shared","Ddx18"
"Shared","Mtmr4"
"Shared","Kdm6b"
"Shared","Rwdd1"
"Shared","Mmp28"
"Shared","Nr1d1"
"Shared","Acly"
"Shared","Tkt"
"Shared","App"
"Shared","Gps2"
"Shared","Bag6"
"Shared","Gaa"
"Shared","Eif5b"
"Shared","Gpatch4"
"Shared","Dnajc6"
"Shared","Hspg2"
"Shared","Casp9"
"Shared","Mmab"
"Shared","Gnao1"
"Shared","Rp9"
"Shared","Cyp1a1"
"Shared","Pdxk"
"Shared","Rpap1"
"Shared","Chchd4"
"Shared","Ccl5"
"Shared","Mbnl3"
"Shared","Bahcc1"
"Shared","Tcf20"
"Shared","Elmsan1"
"Shared","Fam89a"
"Shared","Insig1"
"Shared","Esf1"
"Shared","Gpr156"
"Shared","Zfp280b"
"Shared","Ubqln2"
"Shared","Sez6l"
"Shared","Fam133b"
"Shared","Gm1141"
"Shared","Gm12346"
"Shared","Gm15666"
"Shared","Fam205a2_ENSMUSG00000094066"
"Shared","Gm10851"
"Shared","Gm33320"
"Shared","Pcdha4"
"Shared","Gm43361"
"Shared","Gm40309"
"Shared","Gm45869"
"Shared","Gm48582"
"Shared","D730044K07Rik"
"KDIvsSD_KDI_EXvsSD","Trappc10"
"KDIvsSD_KDI_EXvsSD","Rarg"
"KDIvsSD_KDI_EXvsSD","Nup214"
"KDIvsSD_KDI_EXvsSD","Supt6"
"KDIvsSD_KDI_EXvsSD","Peg3"
"KDIvsSD_KDI_EXvsSD","Zim1"
"KDIvsSD_KDI_EXvsSD","Ciao3"
"KDIvsSD_KDI_EXvsSD","Etv3"
"KDIvsSD_KDI_EXvsSD","Hlf"
"KDIvsSD_KDI_EXvsSD","Atn1"
"KDIvsSD_KDI_EXvsSD","Asf1b"
"KDIvsSD_KDI_EXvsSD","Ddx39"
"KDIvsSD_KDI_EXvsSD","Adcy9"
"KDIvsSD_KDI_EXvsSD","Pcyt1a"
"KDIvsSD_KDI_EXvsSD","Ncoa2"
"KDIvsSD_KDI_EXvsSD","Itgae"
"KDIvsSD_KDI_EXvsSD","Fxyd5"
"KDIvsSD_KDI_EXvsSD","Srp19"
"KDIvsSD_KDI_EXvsSD","Gtf3a"
"KDIvsSD_KDI_EXvsSD","Pip4k2b"
"KDIvsSD_KDI_EXvsSD","Tbx3"
"KDIvsSD_KDI_EXvsSD","Sp2"
"KDIvsSD_KDI_EXvsSD","Dync1h1"
"KDIvsSD_KDI_EXvsSD","Ccar1"
"KDIvsSD_KDI_EXvsSD","Sptbn1"
"KDIvsSD_KDI_EXvsSD","Kremen1"
"KDIvsSD_KDI_EXvsSD","Rnf144a"
"KDIvsSD_KDI_EXvsSD","Atp2a3"
"KDIvsSD_KDI_EXvsSD","Clmn"
"KDIvsSD_KDI_EXvsSD","Pcnx"
"KDIvsSD_KDI_EXvsSD","Gpatch2l"
"KDIvsSD_KDI_EXvsSD","Nr1d2"
"KDIvsSD_KDI_EXvsSD","Pdzd2"
"KDIvsSD_KDI_EXvsSD","Asap1"
"KDIvsSD_KDI_EXvsSD","Tef"
"KDIvsSD_KDI_EXvsSD","Zc3h7b"
"KDIvsSD_KDI_EXvsSD","Tnk2"
"KDIvsSD_KDI_EXvsSD","Cdca3"
"KDIvsSD_KDI_EXvsSD","Abca3"
"KDIvsSD_KDI_EXvsSD","Nudt12"
"KDIvsSD_KDI_EXvsSD","Mapre2"
"KDIvsSD_KDI_EXvsSD","Thoc1"
"KDIvsSD_KDI_EXvsSD","Gnal"
"KDIvsSD_KDI_EXvsSD","Lrrc45"
"KDIvsSD_KDI_EXvsSD","Fasn"
"KDIvsSD_KDI_EXvsSD","Smarcc2"
"KDIvsSD_KDI_EXvsSD","Ptpn14"
"KDIvsSD_KDI_EXvsSD","Dusp12"
"KDIvsSD_KDI_EXvsSD","Abl1"
"KDIvsSD_KDI_EXvsSD","Slc12a6"
"KDIvsSD_KDI_EXvsSD","Hypk"
"KDIvsSD_KDI_EXvsSD","Tpx2"
"KDIvsSD_KDI_EXvsSD","Atp9a"
"KDIvsSD_KDI_EXvsSD","Acss2"
"KDIvsSD_KDI_EXvsSD","Nbea"
"KDIvsSD_KDI_EXvsSD","Ash1l"
"KDIvsSD_KDI_EXvsSD","Lrba"
"KDIvsSD_KDI_EXvsSD","Fmo5"
"KDIvsSD_KDI_EXvsSD","Rprd2"
"KDIvsSD_KDI_EXvsSD","F3"
"KDIvsSD_KDI_EXvsSD","Nol6"
"KDIvsSD_KDI_EXvsSD","Ubap2"
"KDIvsSD_KDI_EXvsSD","Tln1"
"KDIvsSD_KDI_EXvsSD","Wasf2"
"KDIvsSD_KDI_EXvsSD","Ran"
"KDIvsSD_KDI_EXvsSD","Vps33a"
"KDIvsSD_KDI_EXvsSD","Ankle2"
"KDIvsSD_KDI_EXvsSD","Snx8"
"KDIvsSD_KDI_EXvsSD","Ssbp1"
"KDIvsSD_KDI_EXvsSD","Bhlhe40"
"KDIvsSD_KDI_EXvsSD","Klrd1"
"KDIvsSD_KDI_EXvsSD","Atf7ip"
"KDIvsSD_KDI_EXvsSD","Gys2"
"KDIvsSD_KDI_EXvsSD","Abcc9"
"KDIvsSD_KDI_EXvsSD","Rad51ap1"
"KDIvsSD_KDI_EXvsSD","Mki67"
"KDIvsSD_KDI_EXvsSD","Chrdl1"
"KDIvsSD_KDI_EXvsSD","Hcfc1"
"KDIvsSD_KDI_EXvsSD","Tnks"
"KDIvsSD_KDI_EXvsSD","Kat6a"
"KDIvsSD_KDI_EXvsSD","Wwc2"
"KDIvsSD_KDI_EXvsSD","Nr3c2"
"KDIvsSD_KDI_EXvsSD","Mbtps1"
"KDIvsSD_KDI_EXvsSD","Pde4c"
"KDIvsSD_KDI_EXvsSD","Dctn1"
"KDIvsSD_KDI_EXvsSD","Taf1d"
"KDIvsSD_KDI_EXvsSD","Ldlr"
"KDIvsSD_KDI_EXvsSD","Zw10"
"KDIvsSD_KDI_EXvsSD","Tfdp2"
"KDIvsSD_KDI_EXvsSD","Me1"
"KDIvsSD_KDI_EXvsSD","Lrrfip2"
"KDIvsSD_KDI_EXvsSD","Amotl2"
"KDIvsSD_KDI_EXvsSD","Kank1"
"KDIvsSD_KDI_EXvsSD","Heyl"
"KDIvsSD_KDI_EXvsSD","Fbxo21"
"KDIvsSD_KDI_EXvsSD","Ptprm"
"KDIvsSD_KDI_EXvsSD","Fem1c"
"KDIvsSD_KDI_EXvsSD","Specc1l"
"KDIvsSD_KDI_EXvsSD","Fan1"
"KDIvsSD_KDI_EXvsSD","B3galt2"
"KDIvsSD_KDI_EXvsSD","Aspm"
"KDIvsSD_KDI_EXvsSD","Nek9"
"KDIvsSD_KDI_EXvsSD","Iqsec1"
"KDIvsSD_KDI_EXvsSD","Mtmr3"
"KDIvsSD_KDI_EXvsSD","Synrg"
"KDIvsSD_KDI_EXvsSD","Secisbp2"
"KDIvsSD_KDI_EXvsSD","Thrsp"
"KDIvsSD_KDI_EXvsSD","Ska1"
"KDIvsSD_KDI_EXvsSD","Kidins220"
"KDIvsSD_KDI_EXvsSD","Bcorl1"
"KDIvsSD_KDI_EXvsSD","Fer1l5"
"KDIvsSD_KDI_EXvsSD","Rapgef6"
"KDIvsSD_KDI_EXvsSD","Cldn11"
"KDIvsSD_KDI_EXvsSD","Vps13b"
"KDIvsSD_KDI_EXvsSD","Ckap2"
"KDIvsSD_KDI_EXvsSD","Wdr19"
"KDIvsSD_KDI_EXvsSD","Phf2"
"KDIvsSD_KDI_EXvsSD","Ttk"
"KDIvsSD_KDI_EXvsSD","Ciart"
"KDIvsSD_KDI_EXvsSD","Akap12"
"KDIvsSD_KDI_EXvsSD","Kdm3b"
"KDIvsSD_KDI_EXvsSD","Kat7"
"KDIvsSD_KDI_EXvsSD","Prrc2b"
"KDIvsSD_KDI_EXvsSD","Tnfsf10"
"KDIvsSD_KDI_EXvsSD","Wdr70"
"KDIvsSD_KDI_EXvsSD","Epg5"
"KDIvsSD_KDI_EXvsSD","Klhdc4"
"KDIvsSD_KDI_EXvsSD","Cul9"
"KDIvsSD_KDI_EXvsSD","Bcor"
"KDIvsSD_KDI_EXvsSD","Zfp609"
"KDIvsSD_KDI_EXvsSD","Wdr7"
"KDIvsSD_KDI_EXvsSD","Ppp1r13l"
"KDIvsSD_KDI_EXvsSD","Spen"
"KDIvsSD_KDI_EXvsSD","Sft2d2"
"KDIvsSD_KDI_EXvsSD","Bsdc1"
"KDIvsSD_KDI_EXvsSD","Rnf123"
"KDIvsSD_KDI_EXvsSD","Wipi1"
"KDIvsSD_KDI_EXvsSD","Tnfrsf14"
"KDIvsSD_KDI_EXvsSD","Arel1"
"KDIvsSD_KDI_EXvsSD","Wdfy3"
"KDIvsSD_KDI_EXvsSD","Gpr146"
"KDIvsSD_KDI_EXvsSD","Phlpp1"
"KDIvsSD_KDI_EXvsSD","Slc15a5"
"KDIvsSD_KDI_EXvsSD","Cyb5d1"
"KDIvsSD_KDI_EXvsSD","Ckap2l"
"KDIvsSD_KDI_EXvsSD","Pdp2"
"KDIvsSD_KDI_EXvsSD","Zfp407"
"KDIvsSD_KDI_EXvsSD","Zfpm1"
"KDIvsSD_KDI_EXvsSD","Rasl11b"
"KDIvsSD_KDI_EXvsSD","Usp29"
"KDIvsSD_KDI_EXvsSD","B3gnt2"
"KDIvsSD_KDI_EXvsSD","Adnp2"
"KDIvsSD_KDI_EXvsSD","Skp2"
"KDIvsSD_KDI_EXvsSD","Nfic"
"KDIvsSD_KDI_EXvsSD","Soga1"
"KDIvsSD_KDI_EXvsSD","Fto"
"KDIvsSD_KDI_EXvsSD","A430033K04Rik"
"KDIvsSD_KDI_EXvsSD","Nfil3"
"KDIvsSD_KDI_EXvsSD","Arhgap35"
"KDIvsSD_KDI_EXvsSD","Dock1"
"KDIvsSD_KDI_EXvsSD","Cxcl2"
"KDIvsSD_KDI_EXvsSD","Igf1os"
"KDIvsSD_KDI_EXvsSD","Vwa8"
"KDIvsSD_KDI_EXvsSD","Zc3h4"
"KDIvsSD_KDI_EXvsSD","Arhgef12"
"KDIvsSD_KDI_EXvsSD","Nkapd1"
"KDIvsSD_KDI_EXvsSD","Dbp"
"KDIvsSD_KDI_EXvsSD","Ap2a1"
"KDIvsSD_KDI_EXvsSD","Stx17"
"KDIvsSD_KDI_EXvsSD","Cks2"
"KDIvsSD_KDI_EXvsSD","Phactr2"
"KDIvsSD_KDI_EXvsSD","Adamtsl1"
"KDIvsSD_KDI_EXvsSD","Mup3"
"KDIvsSD_KDI_EXvsSD","Sort1"
"KDIvsSD_KDI_EXvsSD","Ahnak"
"KDIvsSD_KDI_EXvsSD","Cplane2"
"KDIvsSD_KDI_EXvsSD","Osgin1"
"KDIvsSD_KDI_EXvsSD","Zfp791"
"KDIvsSD_KDI_EXvsSD","Mex3a"
"KDIvsSD_KDI_EXvsSD","Eif2s2"
"KDIvsSD_KDI_EXvsSD","Ctdsp2"
"KDIvsSD_KDI_EXvsSD","Cyp4v3"
"KDIvsSD_KDI_EXvsSD","Gm2223"
"KDIvsSD_KDI_EXvsSD","Gm12098"
"KDIvsSD_KDI_EXvsSD","Gm15963"
"KDIvsSD_KDI_EXvsSD","Prr22"
"KDIvsSD_KDI_EXvsSD","Gon7"
"KDIvsSD_KDI_EXvsSD","Hist1h2ap"
"KDIvsSD_KDI_EXvsSD","Cep83os"
"KDIvsSD_KDI_EXvsSD","9530026P05Rik"
"KDIvsSD_KDI_EXvsSD","2810039B14Rik"
"KDIvsSD_KDI_EXvsSD","Pcdhga10"
"KDIvsSD_KDI_EXvsSD","Gm37790"
"KDIvsSD_KDI_EXvsSD","Pcdhga1"
"KDIvsSD_KDI_EXvsSD","E230020A03Rik"
"KDIvsSD_KDI_EXvsSD","Gm43359"
"KDIvsSD_KDI_EXvsSD","Peg13"
"KDIvsSD_KDI_EXvsSD","Gm44439"
"KDIvsSD_KDI_EXvsSD","Gm44530"
"KDIvsSD_KDI_EXvsSD","Gm45640"
"KDIvsSD_KDI_EXvsSD","Gm45292"
"KDIvsSD_KDI_EXvsSD","Gm9247"
"KDIvsSD_KDI_EXvsSD","Gm29686"
"EXvsSD_KDI_EXvsSD","Klf6"
"EXvsSD_KDI_EXvsSD","Sync"
"EXvsSD_KDI_EXvsSD","Nfix"
"EXvsSD_KDI_EXvsSD","Plin4"
"EXvsSD_KDI_EXvsSD","Kpna6"
"EXvsSD_KDI_EXvsSD","Pou1f1"
"EXvsSD_KDI_EXvsSD","Rfx5"
"EXvsSD_KDI_EXvsSD","Nolc1"
"EXvsSD_KDI_EXvsSD","Tube1"
"EXvsSD_KDI_EXvsSD","Cry1"
"EXvsSD_KDI_EXvsSD","Dus4l"
"EXvsSD_KDI_EXvsSD","Nemf"
"EXvsSD_KDI_EXvsSD","Ippk"
"EXvsSD_KDI_EXvsSD","Wnt5a"
"EXvsSD_KDI_EXvsSD","Wbp4"
"EXvsSD_KDI_EXvsSD","Arsa"
"EXvsSD_KDI_EXvsSD","Adcy5"
"EXvsSD_KDI_EXvsSD","Tra2b"
"EXvsSD_KDI_EXvsSD","Slc11a2"
"EXvsSD_KDI_EXvsSD","Agpat4"
"EXvsSD_KDI_EXvsSD","Gpam"
"EXvsSD_KDI_EXvsSD","Loxl4"
"EXvsSD_KDI_EXvsSD","Gbf1"
"EXvsSD_KDI_EXvsSD","Clns1a"
"EXvsSD_KDI_EXvsSD","Zc3h15"
"EXvsSD_KDI_EXvsSD","Larp7"
"EXvsSD_KDI_EXvsSD","Arhgef2"
"EXvsSD_KDI_EXvsSD","Mtor"
"EXvsSD_KDI_EXvsSD","Dnajc2"
"EXvsSD_KDI_EXvsSD","Pcdh7"
"EXvsSD_KDI_EXvsSD","Sspn"
"EXvsSD_KDI_EXvsSD","Pglyrp1"
"EXvsSD_KDI_EXvsSD","Rbmx2"
"EXvsSD_KDI_EXvsSD","Aff2"
"EXvsSD_KDI_EXvsSD","Tnpo2"
"EXvsSD_KDI_EXvsSD","Ip6k2"
"EXvsSD_KDI_EXvsSD","Recql4"
"EXvsSD_KDI_EXvsSD","Gipc3"
"EXvsSD_KDI_EXvsSD","Sec31a"
"EXvsSD_KDI_EXvsSD","Arhgap21"
"EXvsSD_KDI_EXvsSD","Gch1"
"EXvsSD_KDI_EXvsSD","Man2a2"
"EXvsSD_KDI_EXvsSD","Abhd2"
"EXvsSD_KDI_EXvsSD","Cc2d2a"
"EXvsSD_KDI_EXvsSD","Mettl27"
"EXvsSD_KDI_EXvsSD","Ramp3"
"EXvsSD_KDI_EXvsSD","Ankrd42"
"EXvsSD_KDI_EXvsSD","Arsb"
"EXvsSD_KDI_EXvsSD","Nhlrc3"
"EXvsSD_KDI_EXvsSD","Teddm1b"
"EXvsSD_KDI_EXvsSD","Rai2"
"EXvsSD_KDI_EXvsSD","Slc35g1"
"EXvsSD_KDI_EXvsSD","Efcab8"
"EXvsSD_KDI_EXvsSD","Zfp423"
"EXvsSD_KDI_EXvsSD","Dipk2a"
"EXvsSD_KDI_EXvsSD","Zfp454"
"EXvsSD_KDI_EXvsSD","Armcx4"
"EXvsSD_KDI_EXvsSD","Synpo2"
"EXvsSD_KDI_EXvsSD","Zfp867"
"EXvsSD_KDI_EXvsSD","Med12l"
"EXvsSD_KDI_EXvsSD","Tmem154"
"EXvsSD_KDI_EXvsSD","Mpp7"
"EXvsSD_KDI_EXvsSD","Hipk2"
"EXvsSD_KDI_EXvsSD","Stk24"
"EXvsSD_KDI_EXvsSD","Zfyve26"
"EXvsSD_KDI_EXvsSD","Foxd3"
"EXvsSD_KDI_EXvsSD","Ccdc173"
"EXvsSD_KDI_EXvsSD","Arfgef2"
"EXvsSD_KDI_EXvsSD","Gm4204"
"EXvsSD_KDI_EXvsSD","Mphosph8"
"EXvsSD_KDI_EXvsSD","Gm15519"
"EXvsSD_KDI_EXvsSD","BC046401"
"EXvsSD_KDI_EXvsSD","Gm15326"
"EXvsSD_KDI_EXvsSD","D030055H07Rik"
"EXvsSD_KDI_EXvsSD","Npcd"
"EXvsSD_KDI_EXvsSD","Pakap_ENSMUSG00000089945"
"EXvsSD_KDI_EXvsSD","Pcdhgc3"
"EXvsSD_KDI_EXvsSD","Gm42686"
"EXvsSD_KDI_EXvsSD","Gm42640"
"EXvsSD_KDI_EXvsSD","Gm38910"
"EXvsSD_KDI_EXvsSD","Gm36210"
"EXvsSD_KDI_EXvsSD","Gm48231"
"EXvsSD_KDI_EXvsSD","Gm49767"
"EXvsSD_KDI_EXvsSD","Ntn3"
"EXvsSD_KDI_EXvsSD","Gm49987"
"KDI_EXvsSD","Fer"
"KDI_EXvsSD","Pih1d2"
"KDI_EXvsSD","Mnt"
"KDI_EXvsSD","Galnt1"
"KDI_EXvsSD","Acvr1b"
"KDI_EXvsSD","Top1mt"
"KDI_EXvsSD","Rmnd5b"
"KDI_EXvsSD","Cnn1"
"KDI_EXvsSD","Meox1"
"KDI_EXvsSD","Jup"
"KDI_EXvsSD","Klhl10"
"KDI_EXvsSD","Clpb"
"KDI_EXvsSD","Uba1"
"KDI_EXvsSD","Vwf"
"KDI_EXvsSD","Siae"
"KDI_EXvsSD","Spag5"
"KDI_EXvsSD","Slc39a13"
"KDI_EXvsSD","Gmpr2"
"KDI_EXvsSD","Mdp1"
"KDI_EXvsSD","Golga2"
"KDI_EXvsSD","Scin"
"KDI_EXvsSD","Axl"
"KDI_EXvsSD","Top3a"
"KDI_EXvsSD","Arrdc2"
"KDI_EXvsSD","Dgcr2"
"KDI_EXvsSD","Zfp959"
"KDI_EXvsSD","Fcgrt"
"KDI_EXvsSD","Supt5"
"KDI_EXvsSD","Akt2"
"KDI_EXvsSD","Slc2a9"
"KDI_EXvsSD","Polr2a"
"KDI_EXvsSD","Slc1a3"
"KDI_EXvsSD","Cic"
"KDI_EXvsSD","Por"
"KDI_EXvsSD","Mthfd2"
"KDI_EXvsSD","Bcas2"
"KDI_EXvsSD","Kmt2b"
"KDI_EXvsSD","Mettl1"
"KDI_EXvsSD","Sulf2"
"KDI_EXvsSD","Ap2s1"
"KDI_EXvsSD","Hdac5"
"KDI_EXvsSD","Nf2"
"KDI_EXvsSD","Nprl2"
"KDI_EXvsSD","Nxf1"
"KDI_EXvsSD","2610507B11Rik"
"KDI_EXvsSD","Plin5"
"KDI_EXvsSD","Amotl1"
"KDI_EXvsSD","Chp1"
"KDI_EXvsSD","Anxa9"
"KDI_EXvsSD","Rxra"
"KDI_EXvsSD","Ppfibp1"
"KDI_EXvsSD","Lnx2"
"KDI_EXvsSD","Il10"
"KDI_EXvsSD","Cmah"
"KDI_EXvsSD","C1qtnf1"
"KDI_EXvsSD","Pgs1"
"KDI_EXvsSD","H2bc4"
"KDI_EXvsSD","Zcchc10"
"KDI_EXvsSD","Akap1"
"KDI_EXvsSD","Wnt9b"
"KDI_EXvsSD","Zbtb4"
"KDI_EXvsSD","Rad51d"
"KDI_EXvsSD","Pank3"
"KDI_EXvsSD","Arrb1"
"KDI_EXvsSD","Ptger1"
"KDI_EXvsSD","Qrsl1"
"KDI_EXvsSD","Uhrf1bp1l"
"KDI_EXvsSD","Dusp6"
"KDI_EXvsSD","Sgk1"
"KDI_EXvsSD","Mdm2"
"KDI_EXvsSD","Itk"
"KDI_EXvsSD","Fam114a2"
"KDI_EXvsSD","Srebf1"
"KDI_EXvsSD","Pik3cg"
"KDI_EXvsSD","Rgs9"
"KDI_EXvsSD","Ncoa1"
"KDI_EXvsSD","Adap2"
"KDI_EXvsSD","Nt5c"
"KDI_EXvsSD","Acox1"
"KDI_EXvsSD","Prpf8"
"KDI_EXvsSD","Timm9"
"KDI_EXvsSD","Papln"
"KDI_EXvsSD","Hsp90aa1"
"KDI_EXvsSD","Cdc42bpb"
"KDI_EXvsSD","Kif26a"
"KDI_EXvsSD","Hivep1"
"KDI_EXvsSD","Kif13a"
"KDI_EXvsSD","Snrnp48"
"KDI_EXvsSD","Aopep"
"KDI_EXvsSD","Caml"
"KDI_EXvsSD","Ankra2"
"KDI_EXvsSD","Pde8b"
"KDI_EXvsSD","Dimt1"
"KDI_EXvsSD","Fgf10"
"KDI_EXvsSD","Il6st"
"KDI_EXvsSD","Thrb"
"KDI_EXvsSD","Dlg5"
"KDI_EXvsSD","Bmpr1a"
"KDI_EXvsSD","Bmp4"
"KDI_EXvsSD","Slmap"
"KDI_EXvsSD","Hacl1"
"KDI_EXvsSD","Rcbtb2"
"KDI_EXvsSD","4931414P19Rik"
"KDI_EXvsSD","Zfpm2"
"KDI_EXvsSD","Tbc1d31"
"KDI_EXvsSD","Col14a1"
"KDI_EXvsSD","Bcl6"
"KDI_EXvsSD","Oplah"
"KDI_EXvsSD","Bfar"
"KDI_EXvsSD","Ehhadh"
"KDI_EXvsSD","Robo1"
"KDI_EXvsSD","Parp9"
"KDI_EXvsSD","Itsn1"
"KDI_EXvsSD","Nckap5l"
"KDI_EXvsSD","Racgap1"
"KDI_EXvsSD","Nr4a1"
"KDI_EXvsSD","Calcoco1"
"KDI_EXvsSD","Il15ra"
"KDI_EXvsSD","Tbc1d5"
"KDI_EXvsSD","Prkd3"
"KDI_EXvsSD","Luc7l"
"KDI_EXvsSD","Svil"
"KDI_EXvsSD","Rock1"
"KDI_EXvsSD","Stard4"
"KDI_EXvsSD","Prrc2a"
"KDI_EXvsSD","Lox"
"KDI_EXvsSD","Ptpn2"
"KDI_EXvsSD","Ldlrad4"
"KDI_EXvsSD","Cd6"
"KDI_EXvsSD","Syt7"
"KDI_EXvsSD","Cdc42bpg"
"KDI_EXvsSD","Rcl1"
"KDI_EXvsSD","Kif20b"
"KDI_EXvsSD","Pitpnm1"
"KDI_EXvsSD","Asah2"
"KDI_EXvsSD","Ctsw"
"KDI_EXvsSD","Lrp5"
"KDI_EXvsSD","Rps6ka4"
"KDI_EXvsSD","Pik3ap1"
"KDI_EXvsSD","Chuk"
"KDI_EXvsSD","Fyco1"
"KDI_EXvsSD","Huwe1"
"KDI_EXvsSD","Sat1"
"KDI_EXvsSD","Cdh9"
"KDI_EXvsSD","Baiap2"
"KDI_EXvsSD","Mip"
"KDI_EXvsSD","Paox"
"KDI_EXvsSD","Nop16"
"KDI_EXvsSD","Smad7"
"KDI_EXvsSD","Slc40a1"
"KDI_EXvsSD","Clk1"
"KDI_EXvsSD","Il1r2"
"KDI_EXvsSD","Tmem131"
"KDI_EXvsSD","Smap1"
"KDI_EXvsSD","Capn10"
"KDI_EXvsSD","Mterf4"
"KDI_EXvsSD","Bok"
"KDI_EXvsSD","Cfh"
"KDI_EXvsSD","Ptpn4"
"KDI_EXvsSD","Marco"
"KDI_EXvsSD","Mr1"
"KDI_EXvsSD","Rgl1"
"KDI_EXvsSD","Fam129a"
"KDI_EXvsSD","Kif26b"
"KDI_EXvsSD","Opn3"
"KDI_EXvsSD","Dcaf8"
"KDI_EXvsSD","Ddr2"
"KDI_EXvsSD","Nuf2"
"KDI_EXvsSD","Pigc"
"KDI_EXvsSD","Gbgt1"
"KDI_EXvsSD","Sec16a"
"KDI_EXvsSD","Fcna"
"KDI_EXvsSD","Cat"
"KDI_EXvsSD","Rad51"
"KDI_EXvsSD","Adra1d"
"KDI_EXvsSD","Slc23a2"
"KDI_EXvsSD","Rasgrp1"
"KDI_EXvsSD","Usp8"
"KDI_EXvsSD","Sppl2a"
"KDI_EXvsSD","Bub1"
"KDI_EXvsSD","Zc3h8"
"KDI_EXvsSD","Ttl"
"KDI_EXvsSD","Kat14"
"KDI_EXvsSD","Kif3b"
"KDI_EXvsSD","Dnmt3b"
"KDI_EXvsSD","Fam210b"
"KDI_EXvsSD","Epb41l1"
"KDI_EXvsSD","Gm8325"
"KDI_EXvsSD","Ppid"
"KDI_EXvsSD","Wnt2b"
"KDI_EXvsSD","Lrat"
"KDI_EXvsSD","Depdc1a"
"KDI_EXvsSD","Ndufaf4"
"KDI_EXvsSD","Smc2"
"KDI_EXvsSD","Svep1"
"KDI_EXvsSD","Rad23b"
"KDI_EXvsSD","Bnc2"
"KDI_EXvsSD","Plpp3"
"KDI_EXvsSD","Mycl"
"KDI_EXvsSD","Srsf10"
"KDI_EXvsSD","Nasp"
"KDI_EXvsSD","Atpaf1"
"KDI_EXvsSD","Sema3c"
"KDI_EXvsSD","Hpca"
"KDI_EXvsSD","Sema3a"
"KDI_EXvsSD","Agtrap"
"KDI_EXvsSD","Ski"
"KDI_EXvsSD","Adgra3"
"KDI_EXvsSD","Hgfac"
"KDI_EXvsSD","Klf3"
"KDI_EXvsSD","Nsun7"
"KDI_EXvsSD","Ibsp"
"KDI_EXvsSD","Slc10a6"
"KDI_EXvsSD","Kdm2b"
"KDI_EXvsSD","Ncor2"
"KDI_EXvsSD","Ephb4"
"KDI_EXvsSD","Ahcyl2"
"KDI_EXvsSD","Tra2a"
"KDI_EXvsSD","Fam131b"
"KDI_EXvsSD","Gkn3"
"KDI_EXvsSD","Klrk1"
"KDI_EXvsSD","Klrc1"
