"Subset","Detail"
"KDI_EXvsSD","Adipor2"
"KDI_EXvsSD","Lrp6"
"KDI_EXvsSD","Cmas"
"KDI_EXvsSD","Mzf1"
"KDI_EXvsSD","Zfp939"
"KDI_EXvsSD","Psd3"
"KDI_EXvsSD","Slc7a10"
"KDI_EXvsSD","Pcsk6"
"KDI_EXvsSD","Tjp1"
"KDI_EXvsSD","Mphosph10"
"KDI_EXvsSD","Slco2b1"
"KDI_EXvsSD","Stx1b"
"KDI_EXvsSD","9130019O22Rik"
"KDI_EXvsSD","Itgal"
"KDI_EXvsSD","Nomo1"
"KDI_EXvsSD","Oat"
"KDI_EXvsSD","Trim21"
"KDI_EXvsSD","Dock11"
"KDI_EXvsSD","Cul4b"
"KDI_EXvsSD","Cacna1f"
"KDI_EXvsSD","Ccdc22"
"KDI_EXvsSD","Cenpi"
"KDI_EXvsSD","Acsl4"
"KDI_EXvsSD","Phka2"
"KDI_EXvsSD","Adgrg2"
"KDI_EXvsSD","Tsc22d3"
"KDI_EXvsSD","Adgra2"
"KDI_EXvsSD","Dusp4"
"KDI_EXvsSD","Klhl2"
"KDI_EXvsSD","Sh3rf1"
"KDI_EXvsSD","Brd7"
"KDI_EXvsSD","St3gal2"
"KDI_EXvsSD","Slc27a1"
"KDI_EXvsSD","Gse1"
"KDI_EXvsSD","Klhl36"
"KDI_EXvsSD","Pdgfd"
"KDI_EXvsSD","Alg9"
"KDI_EXvsSD","Chek1"
"KDI_EXvsSD","Nedd4"
"KDI_EXvsSD","Thsd4"
"KDI_EXvsSD","Clstn2"
"KDI_EXvsSD","Pik3cb"
"KDI_EXvsSD","Ptgs2"
"KDI_EXvsSD","Uba5"
"KDI_EXvsSD","Dnajc13"
"KDI_EXvsSD","Cish"
"KDI_EXvsSD","Tpcn1"
"KDI_EXvsSD","Alas1"
"KDI_EXvsSD","Pkd1"
"KDI_EXvsSD","Rims3"
"KDI_EXvsSD","Dpyd"
"KDI_EXvsSD","Gstt2"
"KDI_EXvsSD","Pdpr"
"KDI_EXvsSD","Akr1c14"
"KDI_EXvsSD","Rbm34"
"KDI_EXvsSD","Zfp944"
"KDI_EXvsSD","Ttc37"
"KDI_EXvsSD","Zfp551"
"KDI_EXvsSD","Cmip"
"KDI_EXvsSD","Rasd2"
"KDI_EXvsSD","Chst11"
"KDI_EXvsSD","Zyg11b"
"KDI_EXvsSD","Zyg11a"
"KDI_EXvsSD","Lrr1"
"KDI_EXvsSD","Hrh2"
"KDI_EXvsSD","Eef2"
"KDI_EXvsSD","Dpp4"
"KDI_EXvsSD","Fam167a"
"KDI_EXvsSD","Brinp3"
"KDI_EXvsSD","Vps13c"
"KDI_EXvsSD","Ccl12"
"KDI_EXvsSD","Emsy"
"KDI_EXvsSD","Fignl1"
"KDI_EXvsSD","Gnptg"
"KDI_EXvsSD","Chrna5"
"KDI_EXvsSD","Kiss1r"
"KDI_EXvsSD","Lysmd3"
"KDI_EXvsSD","Zfp983"
"KDI_EXvsSD","Parp2"
"KDI_EXvsSD","Siah2"
"KDI_EXvsSD","Sbf1"
"KDI_EXvsSD","Cnot1"
"KDI_EXvsSD","Cenpt"
"KDI_EXvsSD","Jmjd4"
"KDI_EXvsSD","Dchs1"
"KDI_EXvsSD","Smad6"
"KDI_EXvsSD","Sik2"
"KDI_EXvsSD","Elf2"
"KDI_EXvsSD","Tacc3"
"KDI_EXvsSD","Bag4"
"KDI_EXvsSD","Dipk2b"
"KDI_EXvsSD","Trmt6"
"KDI_EXvsSD","Tbc1d2b"
"KDI_EXvsSD","Vnn1"
"KDI_EXvsSD","Slc2a12"
"KDI_EXvsSD","Tob1"
"KDI_EXvsSD","Spag1"
"KDI_EXvsSD","Wdtc1"
"KDI_EXvsSD","Gdf7"
"KDI_EXvsSD","Nmrk1"
"KDI_EXvsSD","Dhx38"
"KDI_EXvsSD","Cdon"
"KDI_EXvsSD","Plekhg6"
"KDI_EXvsSD","Fam126b"
"KDI_EXvsSD","Btbd10"
"KDI_EXvsSD","Tapbpl"
"KDI_EXvsSD","Smg6"
"KDI_EXvsSD","Cd160"
"KDI_EXvsSD","Sgsm2"
"KDI_EXvsSD","Scaf1"
"KDI_EXvsSD","Jarid2"
"KDI_EXvsSD","Nfe2l1"
"KDI_EXvsSD","Pkhd1l1"
"KDI_EXvsSD","Kif16b"
"KDI_EXvsSD","Fam117a"
"KDI_EXvsSD","Pdk2"
"KDI_EXvsSD","St6galnac5"
"KDI_EXvsSD","Rreb1"
"KDI_EXvsSD","Ube2h"
"KDI_EXvsSD","Rbpj"
"KDI_EXvsSD","Gimap3"
"KDI_EXvsSD","Tnrc18"
"KDI_EXvsSD","Prkrip1"
"KDI_EXvsSD","Ncoa5"
"KDI_EXvsSD","Rapgef1"
"KDI_EXvsSD","Tbc1d16"
"KDI_EXvsSD","Elavl1"
"KDI_EXvsSD","Negr1"
"KDI_EXvsSD","Rbms2"
"KDI_EXvsSD","Lrp1"
"KDI_EXvsSD","Mterf1a"
"KDI_EXvsSD","Ambra1"
"KDI_EXvsSD","Hnrnpul1"
"KDI_EXvsSD","Myh6"
"KDI_EXvsSD","Hlcs"
"KDI_EXvsSD","Iqsec2"
"KDI_EXvsSD","Zmiz2"
"KDI_EXvsSD","Car8"
"KDI_EXvsSD","Slc7a1"
"KDI_EXvsSD","Tmtc4"
"KDI_EXvsSD","Gcn1"
"KDI_EXvsSD","Ipo9"
"KDI_EXvsSD","Tango6"
"KDI_EXvsSD","Arhgef11"
"KDI_EXvsSD","Cmklr1"
"KDI_EXvsSD","Setd1a"
"KDI_EXvsSD","Dlgap3"
"KDI_EXvsSD","Zfp410"
"KDI_EXvsSD","Ubap2l"
"KDI_EXvsSD","Fam227a"
"KDI_EXvsSD","Sh2b3"
"KDI_EXvsSD","Lrrn4"
"KDI_EXvsSD","Trim56"
"KDI_EXvsSD","2510009E07Rik"
"KDI_EXvsSD","D830025C05Rik"
"KDI_EXvsSD","Gimap7"
"KDI_EXvsSD","Thrap3"
"KDI_EXvsSD","Adgrd1"
"KDI_EXvsSD","Wfikkn2"
"KDI_EXvsSD","Megf8"
"KDI_EXvsSD","Saysd1"
"KDI_EXvsSD","Zfp688"
"KDI_EXvsSD","Klhdc9"
"KDI_EXvsSD","Cenpe"
"KDI_EXvsSD","Gprin3"
"KDI_EXvsSD","Hcar2"
"KDI_EXvsSD","Pigz"
"KDI_EXvsSD","Thtpa"
"KDI_EXvsSD","Slc25a23"
"KDI_EXvsSD","Hnrnpa1"
"KDI_EXvsSD","Prr12"
"KDI_EXvsSD","Nxph3"
"KDI_EXvsSD","Fat4"
"KDI_EXvsSD","Cyren"
"KDI_EXvsSD","Sfn"
"KDI_EXvsSD","Pcdhb13"
"KDI_EXvsSD","Gphn"
"KDI_EXvsSD","Angptl8"
"KDI_EXvsSD","Trappc9"
"KDI_EXvsSD","Arxes2"
"KDI_EXvsSD","Mex3d"
"KDI_EXvsSD","Dact2"
"KDI_EXvsSD","Cdk5r1"
"KDI_EXvsSD","Zadh2"
"KDI_EXvsSD","Purg"
"KDI_EXvsSD","Hcar1"
"KDI_EXvsSD","Prokr1"
"KDI_EXvsSD","Zbtb14"
"KDI_EXvsSD","Tmem239"
"KDI_EXvsSD","Zfp646"
"KDI_EXvsSD","Rasd1"
"KDI_EXvsSD","Haspin"
"KDI_EXvsSD","Hic2"
"KDI_EXvsSD","C77080"
"KDI_EXvsSD","Prss27"
"KDI_EXvsSD","Gprc5c"
"KDI_EXvsSD","Gen1"
"KDI_EXvsSD","Msantd1"
"KDI_EXvsSD","Gfod1"
"KDI_EXvsSD","6030498E09Rik"
"KDI_EXvsSD","Plagl2"
"KDI_EXvsSD","Sox6"
"KDI_EXvsSD","Dock8"
"KDI_EXvsSD","Ppp6r1"
"KDI_EXvsSD","Acot4"
"KDI_EXvsSD","Nup188"
"KDI_EXvsSD","Prkcb"
"KDI_EXvsSD","Prkg1"
"KDI_EXvsSD","Myh7"
"KDI_EXvsSD","Sh3pxd2a"
"KDI_EXvsSD","Dusp7"
"KDI_EXvsSD","Srcap"
"KDI_EXvsSD","Mat2a"
"KDI_EXvsSD","9430021M05Rik"
"KDI_EXvsSD","Mettl7a1"
"KDI_EXvsSD","Txk"
"KDI_EXvsSD","Ep300"
"KDI_EXvsSD","Timd4"
"KDI_EXvsSD","Gm5069"
"KDI_EXvsSD","Irs1"
"KDI_EXvsSD","Slit3"
"KDI_EXvsSD","Foxk1"
"KDI_EXvsSD","Ccdc18"
"KDI_EXvsSD","Retsat"
"KDI_EXvsSD","Ide"
"KDI_EXvsSD","Cep170"
"KDI_EXvsSD","Phex"
"KDI_EXvsSD","Ece1"
"KDI_EXvsSD","Tmem178b"
"KDI_EXvsSD","Gm10030"
"KDI_EXvsSD","Zfp809"
"KDI_EXvsSD","Gpc6"
"KDI_EXvsSD","Zfp110"
"KDI_EXvsSD","Eif4b"
"KDI_EXvsSD","Zfp516"
"KDI_EXvsSD","Actg2"
"KDI_EXvsSD","9430015G10Rik"
"KDI_EXvsSD","Ntm"
"KDI_EXvsSD","Tmem26"
"KDI_EXvsSD","Atp8b2"
"KDI_EXvsSD","Zcchc14"
"KDI_EXvsSD","Flot2"
"KDI_EXvsSD","Tlr12"
"KDI_EXvsSD","Ganc"
"KDI_EXvsSD","Actg1"
"KDI_EXvsSD","Kdr"
"KDI_EXvsSD","Cped1"
"KDI_EXvsSD","Sox7"
"KDI_EXvsSD","C230062I16Rik"
"KDI_EXvsSD","Aox3"
"KDI_EXvsSD","mt-Rnr1"
"KDI_EXvsSD","Cd209b"
"KDI_EXvsSD","E230001N04Rik"
"KDI_EXvsSD","Wdr6"
"KDI_EXvsSD","Klk11"
"KDI_EXvsSD","Ccdc134"
"KDI_EXvsSD","Tmem167b"
"KDI_EXvsSD","Psrc1"
"KDI_EXvsSD","Cd300ld3"
"KDI_EXvsSD","Arid1b"
"KDI_EXvsSD","Fam57a"
"KDI_EXvsSD","9930111J21Rik1"
"KDI_EXvsSD","Spdl1"
"KDI_EXvsSD","Fam149a"
"KDI_EXvsSD","Hs3st3b1"
"KDI_EXvsSD","Top1"
"KDI_EXvsSD","Il1rl2"
"KDI_EXvsSD","Ptges3"
"KDI_EXvsSD","Srsf3"
"KDI_EXvsSD","2210408I21Rik"
"KDI_EXvsSD","Stxbp3-ps"
"KDI_EXvsSD","Lrrn4cl"
"KDI_EXvsSD","Snx29"
"KDI_EXvsSD","Apcdd1"
"KDI_EXvsSD","Fndc1"
"KDI_EXvsSD","Klf12"
"KDI_EXvsSD","Adam1a"
"KDI_EXvsSD","Duxbl3"
"KDI_EXvsSD","Bhlhb9"
"KDI_EXvsSD","Uprt"
"KDI_EXvsSD","Bnip3l-ps"
"KDI_EXvsSD","Pappa2"
"KDI_EXvsSD","Gm5859"
"KDI_EXvsSD","4930513N10Rik"
"KDI_EXvsSD","Zfp950"
"KDI_EXvsSD","Gm2058"
"KDI_EXvsSD","Ano3"
"KDI_EXvsSD","Heg1"
"KDI_EXvsSD","Nynrin"
"KDI_EXvsSD","Acsf2"
"KDI_EXvsSD","F8a"
"KDI_EXvsSD","Dcdc2b"
"KDI_EXvsSD","Tmppe"
"KDI_EXvsSD","Ackr4"
"KDI_EXvsSD","M6pr-ps"
"KDI_EXvsSD","Gm13785"
"KDI_EXvsSD","Gm12276"
"KDI_EXvsSD","Zfp133-ps"
"KDI_EXvsSD","Akt2-ps"
"KDI_EXvsSD","3010001F23Rik"
"KDI_EXvsSD","Gm11632"
"KDI_EXvsSD","Med9os"
"KDI_EXvsSD","Gm11734"
"KDI_EXvsSD","Gm12473"
"KDI_EXvsSD","C230034O21Rik"
"KDI_EXvsSD","Gm15513"
"KDI_EXvsSD","Chn1os3"
"KDI_EXvsSD","Gm15675"
"KDI_EXvsSD","Gm13594"
"KDI_EXvsSD","Rtl10"
"KDI_EXvsSD","4930404I05Rik"
"KDI_EXvsSD","4930458D05Rik"
"KDI_EXvsSD","Gm26083"
"KDI_EXvsSD","Gm15867"
"KDI_EXvsSD","Gm45713"
"KDI_EXvsSD","1810020O05Rik"
"KDI_EXvsSD","Lime1"
"KDI_EXvsSD","Acad11"
"KDI_EXvsSD","Itga10"
"KDI_EXvsSD","Gm17066"
"KDI_EXvsSD","Lamtor3"
"KDI_EXvsSD","E130317F20Rik"
"KDI_EXvsSD","Slc22a13b"
"KDI_EXvsSD","Galnt2l"
"KDI_EXvsSD","Gm20546"
"KDI_EXvsSD","Lrch4"
"KDI_EXvsSD","Gm20662"
"KDI_EXvsSD","Gm5784"
"KDI_EXvsSD","Gm21451"
"KDI_EXvsSD","Syne1"
"KDI_EXvsSD","Mfsd4b4"
"KDI_EXvsSD","2810029C07Rik"
"KDI_EXvsSD","2310010J17Rik"
"KDI_EXvsSD","4930500F10Rik"
"KDI_EXvsSD","1700026J14Rik"
"KDI_EXvsSD","Gm807"
"KDI_EXvsSD","Mrip-ps"
"KDI_EXvsSD","Gm29650"
"KDI_EXvsSD","Gm29103"
"KDI_EXvsSD","Gm28439"
"KDI_EXvsSD","Gm28258"
"KDI_EXvsSD","Gm21955"
"KDI_EXvsSD","Gm38309"
"KDI_EXvsSD","Gm38034"
"KDI_EXvsSD","Gm37310"
"KDI_EXvsSD","Pcdhgb6"
"KDI_EXvsSD","Gm9874"
"KDI_EXvsSD","Gm38157"
"KDI_EXvsSD","Gm36927"
"KDI_EXvsSD","6720464F23Rik"
"KDI_EXvsSD","5330406M23Rik"
"KDI_EXvsSD","Gm42778"
"KDI_EXvsSD","Gm31305"
"KDI_EXvsSD","Gm42427"
"KDI_EXvsSD","BC030343"
"KDI_EXvsSD","Gm42971"
"KDI_EXvsSD","Gm19439"
"KDI_EXvsSD","Gm42860"
"KDI_EXvsSD","Gm43627"
"KDI_EXvsSD","Gm43748"
"KDI_EXvsSD","Gm42802"
"KDI_EXvsSD","1700025A08Rik"
"KDI_EXvsSD","5930430L01Rik"
"KDI_EXvsSD","Gm45495"
"KDI_EXvsSD","5930420M18Rik"
"KDI_EXvsSD","Gm30003"
"KDI_EXvsSD","Gm40377"
"KDI_EXvsSD","Gm44421"
"KDI_EXvsSD","Gm44041"
"KDI_EXvsSD","Gm43936"
"KDI_EXvsSD","Gm42372"
"KDI_EXvsSD","Gm45033"
"KDI_EXvsSD","Gm44616"
"KDI_EXvsSD","2310043P16Rik"
"KDI_EXvsSD","Gm49396"
"KDI_EXvsSD","Nxpe1-ps"
"KDI_EXvsSD","Gm45407"
"KDI_EXvsSD","5430430B14Rik"
"KDI_EXvsSD","Rnf223"
"KDI_EXvsSD","Gm8162"
"KDI_EXvsSD","Gm2436"
"KDI_EXvsSD","Gm19951"
"KDI_EXvsSD","Gm48551"
"KDI_EXvsSD","Eprn"
"KDI_EXvsSD","Gm9370"
"KDI_EXvsSD","Gm18939"
"KDI_EXvsSD","Gm49027"
"KDI_EXvsSD","Gm48488"
"KDI_EXvsSD","Gm47920"
"KDI_EXvsSD","Gm49172"
"KDI_EXvsSD","Gm49266"
"KDI_EXvsSD","Eppk1"
"KDI_EXvsSD","4930432J09Rik"
"KDI_EXvsSD","4933432I09Rik"
"KDI_EXvsSD","Gm49555"
"KDI_EXvsSD","Gm49894"
"KDI_EXvsSD","AC154542.1"
"KDI_EXvsSD","Gm46620"
"KDI_EXvsSD","Gm29695"
"EXvsSD_KDIvsSD","Zbtb17"
"EXvsSD_KDIvsSD","Atp6v0a1"
"EXvsSD_KDIvsSD","Acaca"
"EXvsSD_KDIvsSD","Hif1a"
"EXvsSD_KDIvsSD","Unc79"
"EXvsSD_KDIvsSD","Utp23"
"EXvsSD_KDIvsSD","Slc5a7"
"EXvsSD_KDIvsSD","Rrp36"
"EXvsSD_KDIvsSD","Mzb1"
"EXvsSD_KDIvsSD","Nop58"
"EXvsSD_KDIvsSD","Ptma"
"EXvsSD_KDIvsSD","Kcnq5"
"EXvsSD_KDIvsSD","Nup210"
"EXvsSD_KDIvsSD","Nol12"
"EXvsSD_KDIvsSD","Fam122b"
"EXvsSD_KDIvsSD","Zdhhc9"
"EXvsSD_KDIvsSD","Nsrp1"
"EXvsSD_KDIvsSD","Lhfpl2"
"EXvsSD_KDIvsSD","Rpsa-ps10"
"EXvsSD_KDIvsSD","Cadps"
"EXvsSD_KDIvsSD","S100a8"
"EXvsSD_KDIvsSD","Sntb1"
"EXvsSD_KDIvsSD","Fiz1"
"EXvsSD_KDIvsSD","U2af1"
"EXvsSD_KDIvsSD","Lyar"
"EXvsSD_KDIvsSD","Trabd2b"
"EXvsSD_KDIvsSD","Mroh8"
"EXvsSD_KDIvsSD","Gm14776"
"EXvsSD_KDIvsSD","Cphx2"
"EXvsSD_KDIvsSD","9430053O09Rik"
"EXvsSD_KDIvsSD","Gm37975"
"EXvsSD_KDIvsSD","Gm43503"
"EXvsSD_KDIvsSD","Gm47340"
"EXvsSD_KDIvsSD","1700087I21Rik"
"KDIvsSD","Mid2"
"KDIvsSD","Dgke"
"KDIvsSD","Tmprss2"
"KDIvsSD","Rab5b"
"KDIvsSD","Sult5a1"
"KDIvsSD","Heatr6"
"KDIvsSD","Epn2"
"KDIvsSD","Timp1"
"KDIvsSD","Agpat3"
"KDIvsSD","Uhrf1"
"KDIvsSD","Tubb6"
"KDIvsSD","Cd3g"
"KDIvsSD","Sdf2"
"KDIvsSD","Stat6"
"KDIvsSD","Tiam1"
"KDIvsSD","Paf1"
"KDIvsSD","Cyp4f18"
"KDIvsSD","Ddr1"
"KDIvsSD","Klc4"
"KDIvsSD","Bax"
"KDIvsSD","Sgce"
"KDIvsSD","Tbl2"
"KDIvsSD","Mprip"
"KDIvsSD","Spo11"
"KDIvsSD","Slc4a1"
"KDIvsSD","Cdk4"
"KDIvsSD","Ttc25"
"KDIvsSD","Ezh1"
"KDIvsSD","Clic1"
"KDIvsSD","Ccl8"
"KDIvsSD","Kansl3"
"KDIvsSD","Tnfrsf22"
"KDIvsSD","Ttll5"
"KDIvsSD","Slc41a1"
"KDIvsSD","Elof1"
"KDIvsSD","Anapc1"
"KDIvsSD","Rabl6"
"KDIvsSD","Ttbk1"
"KDIvsSD","Mrpl32"
"KDIvsSD","Fcrls"
"KDIvsSD","Fcgr1"
"KDIvsSD","Ncf1"
"KDIvsSD","Chdh"
"KDIvsSD","Nbr1"
"KDIvsSD","Mlx"
"KDIvsSD","Med13l"
"KDIvsSD","Abca5"
"KDIvsSD","Cxcl16"
"KDIvsSD","Med11"
"KDIvsSD","Ccl9"
"KDIvsSD","Ccdc12"
"KDIvsSD","Mrpl24"
"KDIvsSD","Lyst"
"KDIvsSD","Rmnd1"
"KDIvsSD","Fbxo5"
"KDIvsSD","Utrn"
"KDIvsSD","Psen1"
"KDIvsSD","Tmcc3"
"KDIvsSD","Dnajb12"
"KDIvsSD","Yeats4"
"KDIvsSD","Sf3a2"
"KDIvsSD","Vps13d"
"KDIvsSD","Fbxw11"
"KDIvsSD","Prss57"
"KDIvsSD","Havcr2"
"KDIvsSD","2310033P09Rik"
"KDIvsSD","Llgl1"
"KDIvsSD","Trappc12"
"KDIvsSD","Lig3"
"KDIvsSD","Snhg16"
"KDIvsSD","Slc35b1"
"KDIvsSD","Myh3"
"KDIvsSD","Sel1l"
"KDIvsSD","Sptb"
"KDIvsSD","Rps6ka5"
"KDIvsSD","Abcd4"
"KDIvsSD","Hecw1"
"KDIvsSD","Mtr"
"KDIvsSD","Exoc2"
"KDIvsSD","Gcnt2"
"KDIvsSD","Mxd3"
"KDIvsSD","Nkd2"
"KDIvsSD","Poc5"
"KDIvsSD","Srek1ip1"
"KDIvsSD","Ska3"
"KDIvsSD","Nufip1"
"KDIvsSD","Akap11"
"KDIvsSD","Esco2"
"KDIvsSD","Dok2"
"KDIvsSD","Tgds"
"KDIvsSD","Fyb"
"KDIvsSD","Tomm22"
"KDIvsSD","Fam118a"
"KDIvsSD","Srebf2"
"KDIvsSD","Ciita"
"KDIvsSD","Eef2kmt"
"KDIvsSD","Ercc4"
"KDIvsSD","Retnlg"
"KDIvsSD","Gcsam"
"KDIvsSD","Rrn3"
"KDIvsSD","Crybg3"
"KDIvsSD","Sdf2l1"
"KDIvsSD","Arhgap31"
"KDIvsSD","Lrch3"
"KDIvsSD","Samsn1"
"KDIvsSD","Dop1b"
"KDIvsSD","Cbr3"
"KDIvsSD","Lrrc71"
"KDIvsSD","Cd4"
"KDIvsSD","Enpp5"
"KDIvsSD","Enpp4"
"KDIvsSD","Trem2"
"KDIvsSD","Wiz"
"KDIvsSD","Ccny"
"KDIvsSD","Col11a2"
"KDIvsSD","Ltb"
"KDIvsSD","Hmgxb3"
"KDIvsSD","Ms4a7"
"KDIvsSD","Ms4a6d"
"KDIvsSD","Rtn3"
"KDIvsSD","Cdca5"
"KDIvsSD","Tesmin"
"KDIvsSD","Oga"
"KDIvsSD","Hexa"
"KDIvsSD","Flnb"
"KDIvsSD","Jph3"
"KDIvsSD","Cnpy2"
"KDIvsSD","Prim1"
"KDIvsSD","Ttc4"
"KDIvsSD","Agap2"
"KDIvsSD","Nptx1"
"KDIvsSD","Rptor"
"KDIvsSD","Wdr73"
"KDIvsSD","Sec11a"
"KDIvsSD","Prps2"
"KDIvsSD","Itih5"
"KDIvsSD","St8sia2"
"KDIvsSD","Xiap"
"KDIvsSD","Alkbh8"
"KDIvsSD","Eef1b2"
"KDIvsSD","Als2"
"KDIvsSD","Ppil3"
"KDIvsSD","Tex30"
"KDIvsSD","Npas2"
"KDIvsSD","Mitd1"
"KDIvsSD","Dst"
"KDIvsSD","Sphkap"
"KDIvsSD","Stk16"
"KDIvsSD","Htr2b"
"KDIvsSD","Rgs2"
"KDIvsSD","Syt2"
"KDIvsSD","Ahctf1"
"KDIvsSD","Dcaf6"
"KDIvsSD","Batf3"
"KDIvsSD","Usf1"
"KDIvsSD","Plxdc2"
"KDIvsSD","Stxbp1"
"KDIvsSD","Psd4"
"KDIvsSD","Itga6"
"KDIvsSD","Prrg4"
"KDIvsSD","Dut"
"KDIvsSD","Tspan18"
"KDIvsSD","Map1a"
"KDIvsSD","Ehd4"
"KDIvsSD","Atrn"
"KDIvsSD","Hdc"
"KDIvsSD","Pcsk2"
"KDIvsSD","Bfsp1"
"KDIvsSD","Raly"
"KDIvsSD","Tti1"
"KDIvsSD","Ralgapb"
"KDIvsSD","Dclk1"
"KDIvsSD","Mme"
"KDIvsSD","Ptx3"
"KDIvsSD","Vangl1"
"KDIvsSD","Rab13"
"KDIvsSD","Adar"
"KDIvsSD","Iqgap3"
"KDIvsSD","Tars2"
"KDIvsSD","Bcar3"
"KDIvsSD","Abcd3"
"KDIvsSD","Anp32b"
"KDIvsSD","Nans"
"KDIvsSD","Aqp3"
"KDIvsSD","Atp8b5"
"KDIvsSD","Reck"
"KDIvsSD","Gne"
"KDIvsSD","Glipr2"
"KDIvsSD","Nipal3"
"KDIvsSD","Fam76a"
"KDIvsSD","Clcn6"
"KDIvsSD","Ints11"
"KDIvsSD","Cdk11b"
"KDIvsSD","Add1"
"KDIvsSD","Ppat"
"KDIvsSD","Gbp9"
"KDIvsSD","Nos1"
"KDIvsSD","Tmem116"
"KDIvsSD","Srsf9"
"KDIvsSD","Ube3b"
"KDIvsSD","Erp29"
"KDIvsSD","Ptcd1"
"KDIvsSD","Polr1d"
"KDIvsSD","Pop7"
"KDIvsSD","Tmem209"
"KDIvsSD","Arhgap25"
"KDIvsSD","Erc1"
"KDIvsSD","Fam234b"
"KDIvsSD","Med21"
"KDIvsSD","Klrb1c"
"KDIvsSD","Lilra6"
"KDIvsSD","Siglece"
"KDIvsSD","Slc17a6"
"KDIvsSD","Sipa1l3"
"KDIvsSD","Rasgrp4"
"KDIvsSD","Aen"
"KDIvsSD","Disp1"
"KDIvsSD","Parva"
"KDIvsSD","Usp11"
"KDIvsSD","Sash3"
"KDIvsSD","Awat2"
"KDIvsSD","Pbdc1"
"KDIvsSD","Hmgn5"
"KDIvsSD","Gabre"
"KDIvsSD","Naa10"
"KDIvsSD","Ptpn7"
"KDIvsSD","Polb"
"KDIvsSD","Pcm1"
"KDIvsSD","Snx20"
"KDIvsSD","Cotl1"
"KDIvsSD","Lsm4"
"KDIvsSD","Ankrd49"
"KDIvsSD","2310022B05Rik"
"KDIvsSD","Aplp2"
"KDIvsSD","Birc3"
