"Subset","Detail"
"KDIvsSD","Thy1"
"KDIvsSD","Ubash3b"
"KDIvsSD","Il10ra"
"KDIvsSD","Kif23"
"KDIvsSD","Tent5a"
"KDIvsSD","Pstpip1"
"KDIvsSD","Gclc"
"KDIvsSD","Tinag"
"KDIvsSD","Snx14"
"KDIvsSD","Scap"
"KDIvsSD","Ltf"
"KDIvsSD","Wdr48"
"KDIvsSD","Pik3r4"
"KDIvsSD","Arhgef17"
"KDIvsSD","Scaf11"
"KDIvsSD","Clasp2"
"KDIvsSD","Snap91"
"KDIvsSD","Tagap"
"KDIvsSD","Tpsb2"
"KDIvsSD","Ctnnd1"
"KDIvsSD","Ino80"
"KDIvsSD","Diaph2"
"KDIvsSD","Scn10a"
"KDIvsSD","Zfyve9"
"KDIvsSD","Mon2"
"KDIvsSD","Tespa1"
"KDIvsSD","Mfsd12"
"KDIvsSD","Myl12b"
"KDIvsSD","Cobll1"
"KDIvsSD","Arl4d"
"KDIvsSD","Cog7"
"KDIvsSD","Ncapd3"
"KDIvsSD","Map2k2"
"KDIvsSD","Wnk4"
"KDIvsSD","Uvrag"
"KDIvsSD","Nfkbiz"
"KDIvsSD","Ccl7"
"KDIvsSD","Ccl2"
"KDIvsSD","Rabgap1"
"KDIvsSD","Myo1d"
"KDIvsSD","Fbxl21"
"KDIvsSD","Fam174c"
"KDIvsSD","Misp"
"KDIvsSD","Tmem63b"
"KDIvsSD","Bicral"
"KDIvsSD","Tbc1d9b"
"KDIvsSD","Man1b1"
"KDIvsSD","Kif15"
"KDIvsSD","Sun1"
"KDIvsSD","Syde2"
"KDIvsSD","Dna2"
"KDIvsSD","C1qa"
"KDIvsSD","C1qc"
"KDIvsSD","C1qb"
"KDIvsSD","Zfp39"
"KDIvsSD","Clic4"
"KDIvsSD","Kin"
"KDIvsSD","Stag1"
"KDIvsSD","Kdm6a"
"KDIvsSD","Depdc5"
"KDIvsSD","Nme1"
"KDIvsSD","Aspg"
"KDIvsSD","Ctnna1"
"KDIvsSD","Opa1"
"KDIvsSD","Cd84"
"KDIvsSD","Trpc4ap"
"KDIvsSD","Sbf2"
"KDIvsSD","Atf5"
"KDIvsSD","Ctss"
"KDIvsSD","Mapkap1"
"KDIvsSD","Ptk6"
"KDIvsSD","Smurf1"
"KDIvsSD","Itpkb"
"KDIvsSD","Rabggtb"
"KDIvsSD","Pigk"
"KDIvsSD","Sptlc3"
"KDIvsSD","Marchf6"
"KDIvsSD","1110008P14Rik"
"KDIvsSD","Neil3"
"KDIvsSD","Znfx1"
"KDIvsSD","Sdk1"
"KDIvsSD","Thap3"
"KDIvsSD","Hs2st1"
"KDIvsSD","Tbc1d10c"
"KDIvsSD","Arhgap9"
"KDIvsSD","Cacng5"
"KDIvsSD","C3ar1"
"KDIvsSD","Lat2"
"KDIvsSD","Chil3"
"KDIvsSD","Zmynd15"
"KDIvsSD","Sh3kbp1"
"KDIvsSD","Nacad"
"KDIvsSD","Rbbp8"
"KDIvsSD","Wnk3"
"KDIvsSD","Dmxl2"
"KDIvsSD","Thoc6"
"KDIvsSD","Pik3r1"
"KDIvsSD","Ccnb1"
"KDIvsSD","H2-Ob"
"KDIvsSD","Bbox1"
"KDIvsSD","Dstyk"
"KDIvsSD","Ccdc115"
"KDIvsSD","Klhdc8a"
"KDIvsSD","Nfkbil1"
"KDIvsSD","Clspn"
"KDIvsSD","Adprhl2"
"KDIvsSD","Maff"
"KDIvsSD","Safb2"
"KDIvsSD","Itpr3"
"KDIvsSD","Wdr55"
"KDIvsSD","Rgs8"
"KDIvsSD","Garem1"
"KDIvsSD","Sipa1l1"
"KDIvsSD","Arl11"
"KDIvsSD","Simc1"
"KDIvsSD","Uevld"
"KDIvsSD","Gjc2"
"KDIvsSD","Ubxn10"
"KDIvsSD","Ptpn11"
"KDIvsSD","Cdkn2a"
"KDIvsSD","Zfp691"
"KDIvsSD","Preb"
"KDIvsSD","Tssc4"
"KDIvsSD","Vps13a"
"KDIvsSD","Pilra"
"KDIvsSD","C1qtnf2"
"KDIvsSD","Rhoj"
"KDIvsSD","Epm2aip1"
"KDIvsSD","Fam187b"
"KDIvsSD","Fbl"
"KDIvsSD","Mbtps2"
"KDIvsSD","C2cd3"
"KDIvsSD","Rnf152"
"KDIvsSD","Olfr1396"
"KDIvsSD","A430005L14Rik"
"KDIvsSD","Cd300lf"
"KDIvsSD","Timm8a1"
"KDIvsSD","4632415L05Rik"
"KDIvsSD","Gng7"
"KDIvsSD","Gm5763"
"KDIvsSD","P2ry6"
"KDIvsSD","Slc39a9"
"KDIvsSD","Arhgap30"
"KDIvsSD","Cdca2"
"KDIvsSD","Prex2"
"KDIvsSD","Sorl1"
"KDIvsSD","Aff4"
"KDIvsSD","Tmsb4x"
"KDIvsSD","Arhgap23"
"KDIvsSD","Gpr171"
"KDIvsSD","Klre1"
"KDIvsSD","Mrgprb2"
"KDIvsSD","Fam171a1"
"KDIvsSD","Fam78a"
"KDIvsSD","Scg2"
"KDIvsSD","Plekhm3"
"KDIvsSD","Dcun1d4"
"KDIvsSD","Xkr4"
"KDIvsSD","Rgs14"
"KDIvsSD","Cx3cr1"
"KDIvsSD","Zfp961"
"KDIvsSD","Plekhg3"
"KDIvsSD","Ptprt"
"KDIvsSD","Gpr21"
"KDIvsSD","Adamts19"
"KDIvsSD","Tll1"
"KDIvsSD","Ndst1"
"KDIvsSD","Zfp174"
"KDIvsSD","Lair1"
"KDIvsSD","S100a9"
"KDIvsSD","Npm3"
"KDIvsSD","Spock1"
"KDIvsSD","Cars2"
"KDIvsSD","Ms4a4b"
"KDIvsSD","Glipr1"
"KDIvsSD","Rpgrip1"
"KDIvsSD","Scimp"
"KDIvsSD","5730455P16Rik"
"KDIvsSD","Zfp759"
"KDIvsSD","Gnai1"
"KDIvsSD","Sptan1"
"KDIvsSD","Dhcr7"
"KDIvsSD","Fcer1g"
"KDIvsSD","Cds2"
"KDIvsSD","Pirb"
"KDIvsSD","9630013D21Rik"
"KDIvsSD","Csf2ra"
"KDIvsSD","Bcas3"
"KDIvsSD","Fcgr3"
"KDIvsSD","Rcan3"
"KDIvsSD","Zfp74"
"KDIvsSD","Kif13b"
"KDIvsSD","Gmfg"
"KDIvsSD","Maml3"
"KDIvsSD","Dpp6"
"KDIvsSD","Patj"
"KDIvsSD","Cd200r4"
"KDIvsSD","Zfp954"
"KDIvsSD","Rapgef2"
"KDIvsSD","Mppe1"
"KDIvsSD","Kif1b"
"KDIvsSD","Arhgap22"
"KDIvsSD","CAAA01118383.1"
"KDIvsSD","Pym1"
"KDIvsSD","Zfp428"
"KDIvsSD","Cdc26"
"KDIvsSD","4931406P16Rik"
"KDIvsSD","Pilrb1"
"KDIvsSD","Vkorc1l1"
"KDIvsSD","Rps12-ps3"
"KDIvsSD","Rpl7a-ps11"
"KDIvsSD","H2-Eb2"
"KDIvsSD","BC003965"
"KDIvsSD","Lrch1"
"KDIvsSD","Zfp442"
"KDIvsSD","Aard"
"KDIvsSD","Clec16a"
"KDIvsSD","Lyz1"
"KDIvsSD","Lyz2"
"KDIvsSD","Fat1"
"KDIvsSD","Slc17a7"
"KDIvsSD","Fv1"
"KDIvsSD","Bicra"
"KDIvsSD","Rabepk"
"KDIvsSD","Setdb2"
"KDIvsSD","6820431F20Rik"
"KDIvsSD","G530011O06Rik"
"KDIvsSD","Gm14812"
"KDIvsSD","H2-Ab1"
"KDIvsSD","D330041H03Rik"
"KDIvsSD","Tmem51os1"
"KDIvsSD","Saa1"
"KDIvsSD","Zfp382"
"KDIvsSD","C5ar2"
"KDIvsSD","Zfas1"
"KDIvsSD","Pdzd8"
"KDIvsSD","Ccdc58"
"KDIvsSD","1700001L05Rik"
"KDIvsSD","Gal3st4"
"KDIvsSD","Trbc1"
"KDIvsSD","Trbc2"
"KDIvsSD","Trgc4"
"KDIvsSD","Cisd3"
"KDIvsSD","Zfp970"
"KDIvsSD","Ms4a6c"
"KDIvsSD","Prdm12"
"KDIvsSD","Gm5640"
"KDIvsSD","Gm8019"
"KDIvsSD","Rps6-ps4"
"KDIvsSD","Gm15696"
"KDIvsSD","Rpl10a-ps1"
"KDIvsSD","Abhd11os"
"KDIvsSD","Selenok-ps1"
"KDIvsSD","Gm13166"
"KDIvsSD","Gm4285"
"KDIvsSD","Grin1os"
"KDIvsSD","Gm15902"
"KDIvsSD","Gm13441"
"KDIvsSD","Gm11837"
"KDIvsSD","AI662270"
"KDIvsSD","Gm15991"
"KDIvsSD","2810001G20Rik"
"KDIvsSD","Gm2245"
"KDIvsSD","Gm16574"
"KDIvsSD","A530032D15Rik"
"KDIvsSD","Car15"
"KDIvsSD","Gm17055"
"KDIvsSD","Gm765"
"KDIvsSD","Ccdc152"
"KDIvsSD","Lsm5"
"KDIvsSD","Peg10"
"KDIvsSD","D430019H16Rik"
"KDIvsSD","Rpl9-ps4"
"KDIvsSD","Igha"
"KDIvsSD","Zfp870"
"KDIvsSD","Gm21811"
"KDIvsSD","D130017N08Rik"
"KDIvsSD","Gm27021"
"KDIvsSD","Ptprv"
"KDIvsSD","BE692007"
"KDIvsSD","1600010M07Rik"
"KDIvsSD","Gm29609"
"KDIvsSD","Pcdhga9"
"KDIvsSD","Pcdhgc5"
"KDIvsSD","Gm37436"
"KDIvsSD","Pcdhgb2"
"KDIvsSD","Pcdhga2"
"KDIvsSD","Pcdhga7"
"KDIvsSD","Pcdhga4"
"KDIvsSD","Pcdhgb5"
"KDIvsSD","Gm37452"
"KDIvsSD","Gm36962"
"KDIvsSD","Gm37954"
"KDIvsSD","Gm38211"
"KDIvsSD","Gm37335"
"KDIvsSD","Gm43719"
"KDIvsSD","Gm43339"
"KDIvsSD","Gm42819"
"KDIvsSD","Gm43544"
"KDIvsSD","Lhfpl3"
"KDIvsSD","Gm44021"
"KDIvsSD","Gm44639"
"KDIvsSD","Gm44704"
"KDIvsSD","Gm45449"
"KDIvsSD","Gm49369"
"KDIvsSD","4831440D22Rik"
"KDIvsSD","Gm5086"
"KDIvsSD","6330537M06Rik"
"KDIvsSD","Gm33023"
"KDIvsSD","D030034A15Rik"
"KDIvsSD","Gm47087"
"KDIvsSD","Btbd8"
"KDIvsSD","Gm48808"
"KDIvsSD","Gm36723"
"KDIvsSD","Gm34220"
"KDIvsSD","Gm36423"
"KDIvsSD","Gm48438"
"KDIvsSD","Gm49207"
"KDIvsSD","Gm49307"
"KDIvsSD","A930001M01Rik"
"KDIvsSD","Gm49537"
"KDIvsSD","Gm49871"
"KDIvsSD","Hspe1-rs1"
"KDIvsSD","Gm4013"
"KDIvsSD","Gm50105"
"KDIvsSD","Snhg4_ENSMUSG00000117869"
"KDIvsSD","Gm50254"
"KDIvsSD","A930007A09Rik"
"EXvsSD","Fap"
"EXvsSD","Dnmt3l"
"EXvsSD","Serpinf1"
"EXvsSD","Fmr1"
"EXvsSD","Col6a1"
"EXvsSD","Lsr"
"EXvsSD","Cct3"
"EXvsSD","Ergic1"
"EXvsSD","Naglu"
"EXvsSD","Gtf2f1"
"EXvsSD","Prkar2b"
"EXvsSD","Ddx23"
"EXvsSD","Ncstn"
"EXvsSD","Nob1"
"EXvsSD","Ruvbl2"
"EXvsSD","Mmd"
"EXvsSD","Dnmt1"
"EXvsSD","Ikbkg"
"EXvsSD","Polr2e"
"EXvsSD","Hdac9"
"EXvsSD","Plod3"
"EXvsSD","Prcc"
"EXvsSD","Chd5"
"EXvsSD","Nid1"
"EXvsSD","Ranbp1"
"EXvsSD","Gpr108"
"EXvsSD","Prg4"
"EXvsSD","Htra1"
"EXvsSD","Arpc2"
"EXvsSD","Hfe"
"EXvsSD","Aplp1"
"EXvsSD","Tph2"
"EXvsSD","Atp1a4"
"EXvsSD","Pcdha11"
"EXvsSD","Tssk4"
"EXvsSD","Phax"
"EXvsSD","Tbx1"
"EXvsSD","Slc16a12"
"EXvsSD","Tor2a"
"EXvsSD","Gfod2"
"EXvsSD","Dedd"
"EXvsSD","Rnf168"
"EXvsSD","Prpf3"
"EXvsSD","Lbp"
"EXvsSD","Mpped2"
"EXvsSD","Cd34"
"EXvsSD","Cd274"
"EXvsSD","Anxa6"
"EXvsSD","Rab3d"
"EXvsSD","Hsd17b1"
"EXvsSD","Xab2"
"EXvsSD","Cd164"
"EXvsSD","Rab32"
"EXvsSD","Ptprk"
"EXvsSD","Lama2"
"EXvsSD","Epyc"
"EXvsSD","Map7"
"EXvsSD","Aifm2"
"EXvsSD","Slc1a4"
"EXvsSD","Col6a2"
"EXvsSD","Glyctk"
"EXvsSD","Pfkl"
"EXvsSD","Erlec1"
"EXvsSD","Shc2"
"EXvsSD","Slc22a4"
"EXvsSD","Slu7"
"EXvsSD","Efemp1"
"EXvsSD","Rnf187"
"EXvsSD","Twistnb"
"EXvsSD","Mrc2"
"EXvsSD","Sap30bp"
"EXvsSD","Mia2"
"EXvsSD","Serpina3n"
"EXvsSD","Entpd5"
"EXvsSD","Traf3"
"EXvsSD","Rasgrf2"
"EXvsSD","Nln"
"EXvsSD","Adamdec1"
"EXvsSD","Dmtn"
"EXvsSD","Rb1"
"EXvsSD","Med4"
"EXvsSD","Dab2"
"EXvsSD","C6"
"EXvsSD","Ngdn"
"EXvsSD","Myc"
"EXvsSD","Fgf12"
"EXvsSD","Glyr1"
"EXvsSD","Muc13"
"EXvsSD","Cep89"
"EXvsSD","Denr"
"EXvsSD","Parp3"
"EXvsSD","Slc22a3"
"EXvsSD","Crisp2"
"EXvsSD","Cdc5l"
"EXvsSD","Cebpz"
"EXvsSD","Ralbp1"
"EXvsSD","C3"
"EXvsSD","Jpt2"
"EXvsSD","Tapbp"
"EXvsSD","Hsd17b4"
"EXvsSD","Grpel2"
"EXvsSD","Nedd4l"
"EXvsSD","Prrc1"
"EXvsSD","Isoc1"
"EXvsSD","Fads3"
"EXvsSD","Vldlr"
"EXvsSD","Ltbp3"
"EXvsSD","Men1"
"EXvsSD","Tbl1x"
"EXvsSD","Fam20c"
"EXvsSD","Cdk15"
"EXvsSD","Col5a2"
"EXvsSD","Osgepl1"
"EXvsSD","Fn1"
"EXvsSD","Ccdc93"
"EXvsSD","Nifk"
"EXvsSD","Steap3"
"EXvsSD","Pkp1"
"EXvsSD","Lamc1"
"EXvsSD","Uck2"
"EXvsSD","Dpt"
"EXvsSD","Lpgat1"
"EXvsSD","Optn"
"EXvsSD","Pfkfb3"
"EXvsSD","Dnm1"
"EXvsSD","Ttll11"
"EXvsSD","Zmynd19"
"EXvsSD","Cybrd1"
"EXvsSD","Eif3j1"
"EXvsSD","Acoxl"
"EXvsSD","Nop56"
"EXvsSD","Src"
"EXvsSD","Sec62"
"EXvsSD","Bche"
"EXvsSD","Tsc22d2"
"EXvsSD","Ptgfrn"
"EXvsSD","Col15a1"
"EXvsSD","Nr4a3"
"EXvsSD","Tmem38b"
"EXvsSD","Rnf11"
"EXvsSD","Pramef12"
"EXvsSD","Ppie"
"EXvsSD","Mknk1"
"EXvsSD","Zcchc17"
"EXvsSD","Azin2"
"EXvsSD","Gpn2"
"EXvsSD","Gnl2"
"EXvsSD","Cdk14"
"EXvsSD","Mxra8"
"EXvsSD","Htra3"
"EXvsSD","Man2b2"
"EXvsSD","Fam114a1"
"EXvsSD","Asphd2"
"EXvsSD","Rassf6"
"EXvsSD","Rsrc2"
"EXvsSD","Psmd9"
"EXvsSD","Gatc"
"EXvsSD","Zfp12"
"EXvsSD","Plbd2"
"EXvsSD","Tfpi2"
"EXvsSD","Rbm28"
"EXvsSD","Tfr2"
"EXvsSD","Mepce"
"EXvsSD","Calu"
"EXvsSD","Slc13a4"
"EXvsSD","Slc23a4"
"EXvsSD","Tcaf2"
"EXvsSD","Pcyox1"
"EXvsSD","1700003E16Rik"
"EXvsSD","Copg1"
"EXvsSD","Slc6a13"
"EXvsSD","Ret"
"EXvsSD","Emp1"
"EXvsSD","Snrpa1"
"EXvsSD","Sult1a1"
"EXvsSD","Sgf29"
"EXvsSD","Dgat2"
"EXvsSD","Lcmt1"
"EXvsSD","Fgf21"
"EXvsSD","Gpc4"
"EXvsSD","Fgf13"
"EXvsSD","Srpx2"
"EXvsSD","Il13ra2"
"EXvsSD","Lrch2"
"EXvsSD","Map3k15"
"EXvsSD","Zrsr2"
"EXvsSD","Mpp1"
"EXvsSD","Aga"
"EXvsSD","Mak16"
"EXvsSD","Hp"
"EXvsSD","Emc8"
"EXvsSD","2810004N23Rik"
"EXvsSD","Trpc6"
"EXvsSD","Zpr1"
"EXvsSD","Nnmt"
"EXvsSD","Car12"
"EXvsSD","Rpl4"
"EXvsSD","Cck"
"EXvsSD","Malt1"
"EXvsSD","Igdcc4"
"EXvsSD","Atg9a"
"EXvsSD","Ppip5k1"
"EXvsSD","Ttc7b"
"EXvsSD","Qsox1"
"EXvsSD","Fcsk"
"EXvsSD","Adra2a"
"EXvsSD","Sfxn5"
"EXvsSD","Vhl"
"EXvsSD","Cdkl4"
"EXvsSD","Ccdc174"
"EXvsSD","Rsrc1"
"EXvsSD","Hdx"
"EXvsSD","Ankrd12"
"EXvsSD","Prr7"
"EXvsSD","Ttyh2"
"EXvsSD","Dcbld2"
"EXvsSD","Tanc1"
"EXvsSD","Ubd"
"EXvsSD","Hacd2"
"EXvsSD","Crb2"
"EXvsSD","Ntng2"
"EXvsSD","Dcaf10"
"EXvsSD","Kcnc2"
"EXvsSD","Ythdc1"
"EXvsSD","Mgat5"
"EXvsSD","Slc2a13"
"EXvsSD","Lzts1"
"EXvsSD","Abt1"
"EXvsSD","Glb1l2"
"EXvsSD","Thap11"
"EXvsSD","Megf11"
"EXvsSD","Ndrg4"
"EXvsSD","Upf3b"
"EXvsSD","Tcaf1"
"EXvsSD","Trim67"
"EXvsSD","Rbmxl1"
"EXvsSD","Lrg1"
"EXvsSD","Prf1"
"EXvsSD","Bbs7"
"EXvsSD","Spon2"
"EXvsSD","Serpine1"
"EXvsSD","Slc18b1"
"EXvsSD","Mcrs1"
"EXvsSD","Arap2"
"EXvsSD","Mrm3"
"EXvsSD","Trp53inp2"
"EXvsSD","Upf3a"
"EXvsSD","Pmepa1"
"EXvsSD","Grtp1"
"EXvsSD","Armc10"
"EXvsSD","Cnot4"
"EXvsSD","Zscan2"
"EXvsSD","Rap1gap2"
"EXvsSD","Edc3"
"EXvsSD","Cpq"
"EXvsSD","Psmd7"
"EXvsSD","Dap"
"EXvsSD","Sec24d"
"EXvsSD","Uhrf1bp1"
"EXvsSD","Cdsn"
"EXvsSD","Ajap1"
"EXvsSD","Cercam"
"EXvsSD","Hip1"
"EXvsSD","Ptger3"
"EXvsSD","Saa3"
"EXvsSD","Pnrc1"
"EXvsSD","Chrm4"
"EXvsSD","Igsf23"
"EXvsSD","Klc3"
"EXvsSD","Reps2"
"EXvsSD","Cldn5"
"EXvsSD","Sox5"
"EXvsSD","Prelp"
"EXvsSD","Bicdl1"
"EXvsSD","Abca9"
"EXvsSD","Pkp2"
"EXvsSD","Ptchd4"
"EXvsSD","Adora1"
"EXvsSD","Mapk6"
"EXvsSD","Hoxd9"
"EXvsSD","Lysmd4"
"EXvsSD","Ncmap"
"EXvsSD","Fmn1"
"EXvsSD","Plppr4"
"EXvsSD","Abca6"
"EXvsSD","Poln"
"EXvsSD","Glb1"
"EXvsSD","Wdr89"
"EXvsSD","Zfp764"
"EXvsSD","Ccdc9b"
"EXvsSD","Adra1a"
"EXvsSD","Igfals"
"EXvsSD","Gsg1l"
"EXvsSD","Trarg1"
"EXvsSD","B430212C06Rik"
"EXvsSD","Cd3eap"
"EXvsSD","Col6a3"
"EXvsSD","Asb8"
"EXvsSD","Depp1"
"EXvsSD","Ndnf"
"EXvsSD","Oxtr"
"EXvsSD","Lix1l"
"EXvsSD","Syt12"
"EXvsSD","Amer1"
"EXvsSD","Kif7"
"EXvsSD","Lrrc3"
"EXvsSD","Wfdc21"
"EXvsSD","Slc39a1"
"EXvsSD","Mogat2"
"EXvsSD","C130026I21Rik"
"EXvsSD","Sh2d6"
"EXvsSD","Zfp112"
"EXvsSD","Zmat1"
"EXvsSD","Map1b"
"EXvsSD","Swt1"
"EXvsSD","1700030K09Rik"
"EXvsSD","Dand5"
"EXvsSD","Ggcx"
"EXvsSD","Dnajc8"
"EXvsSD","Dedd2"
"EXvsSD","Gm4876"
"EXvsSD","Slc8a1"
"EXvsSD","Ntrk2"
"EXvsSD","Unc80"
"EXvsSD","Hmcn2"
"EXvsSD","Eef1d"
"EXvsSD","Fancm"
"EXvsSD","Unc93a2"
"EXvsSD","Jakmip3"
"EXvsSD","Tatdn2"
"EXvsSD","Nrf1"
"EXvsSD","Kcnj14"
"EXvsSD","Nap1l1"
"EXvsSD","Zfp708"
"EXvsSD","Cfi"
"EXvsSD","Lep"
"EXvsSD","Hopx"
"EXvsSD","Nkapl"
"EXvsSD","Hydin"
"EXvsSD","Pyroxd2"
"EXvsSD","Irak2"
"EXvsSD","Lrrtm1"
"EXvsSD","Krt79"
"EXvsSD","Tmem91"
"EXvsSD","Dgkk"
"EXvsSD","Nol7"
"EXvsSD","Aox1"
"EXvsSD","Fbln2"
"EXvsSD","Cnnm2"
"EXvsSD","Paqr9"
"EXvsSD","Slc31a1"
"EXvsSD","Serpina1a"
"EXvsSD","Jchain"
"EXvsSD","H2-Q10"
"EXvsSD","Mageb18"
"EXvsSD","Gm10232"
"EXvsSD","Selenbp1"
"EXvsSD","B3gnt9"
"EXvsSD","9230112E08Rik"
"EXvsSD","Tmem132b"
"EXvsSD","Rpl7a-ps5"
"EXvsSD","Slc39a2"
"EXvsSD","Tmem254c"
"EXvsSD","Sod3"
"EXvsSD","Zfp449"
"EXvsSD","C4b"
"EXvsSD","Prr16"
"EXvsSD","Arl14epl"
"EXvsSD","Adh6b"
"EXvsSD","Nxpe3"
"EXvsSD","Aldh3b2"
"EXvsSD","Dolk"
"EXvsSD","Slfn1"
"EXvsSD","Gm2026"
"EXvsSD","Gm14444"
"EXvsSD","Serpina3m"
"EXvsSD","Tlr5"
"EXvsSD","Ccdc13"
"EXvsSD","Gm13292"
"EXvsSD","Rps8-ps5"
"EXvsSD","Gm13703"
"EXvsSD","8430436N08Rik"
"EXvsSD","Gm15265"
"EXvsSD","B430119L08Rik"
"EXvsSD","Gm11827"
"EXvsSD","Gm11730"
"EXvsSD","Gm12953"
"EXvsSD","Galnt4"
"EXvsSD","Kcne1l"
"EXvsSD","Gm2670"
"EXvsSD","G630030J09Rik"
"EXvsSD","Gm6277"
"EXvsSD","Jmjd7"
"EXvsSD","1700047G03Rik"
"EXvsSD","9430060I03Rik"
"EXvsSD","Gm10138"
"EXvsSD","Gm19938"
"EXvsSD","Gm7694"
"EXvsSD","Gm37519"
"EXvsSD","BC037039"
"EXvsSD","Gm37402"
"EXvsSD","9630010A21Rik"
"EXvsSD","Gm37776"
"EXvsSD","Gm37566"
"EXvsSD","Gm37510"
"EXvsSD","Gm37070"
"EXvsSD","Gm37423"
"EXvsSD","8430422M14Rik"
"EXvsSD","Gm42875"
"EXvsSD","A430073D23Rik"
"EXvsSD","Gm42447"
"EXvsSD","Gm43761"
"EXvsSD","Gm43343"
"EXvsSD","Gm44241"
"EXvsSD","Gm36640"
"EXvsSD","Gm49493"
"EXvsSD","Gm44625"
"EXvsSD","4833411C07Rik"
"EXvsSD","Prmt1"
"EXvsSD","Gm45289"
"EXvsSD","Gm35315"
"EXvsSD","B930086L07Rik"
"EXvsSD","Nudc-ps1"
"EXvsSD","Gm45705"
"EXvsSD","Gm32856"
"EXvsSD","Gm48142"
"EXvsSD","Gm46212"
"EXvsSD","Gm48181"
"EXvsSD","Gm48698"
"EXvsSD","Gm47357"
"EXvsSD","Gm30970"
"EXvsSD","9530056E24Rik"
"EXvsSD","Gm8670"
"EXvsSD","Gm25432"
"EXvsSD","Gm36043"
"EXvsSD","AC159819.1"
